frame,fps,cleanPerf,visibleEntities,presenterActive,presenterDefs,primitiveRaw,primitiveStaticRaw,skinnedRaw,gpuSkinned,gpuSkinBuild,gpuSkinDraw,gap,poll,pre,tick,post,begin,sim,simTop1,simTop2,simTop3,presentation,presTop1,presTop2,presTop3,behavior,behaviorBoot,behaviorOwner,behaviorAttr,behaviorTag,behaviorTick,animator,transformSync,minimapCollect,minimapMarkers,minimapProject,minimapScreen,heightSync,heightSamples,requestFlush,spawnBatch,spawnPerf,spawnPerfParts,spawnPerfChildParts,cull,cullSpatial,cullStatic,cullDyn,cullEntity,cullSync,hudProj,hudRaw,hudProjected,hudDensitySkip,mode3D,terrain,terrainChunks,field,fieldCount,fieldDirty,fieldArea,fieldDraws,primitive,primSync,primBucket,primImmediate,primImmediateSkip,primBuild,primDraw,primInstances,primBatches,primCache,ground,groundCount,groundRaw,spline,splineCount,splineRaw,debugDraw,debugDrawCount,debugDrawRaw,overlay,overlayBuild,overlayDirtyLanes,overlayItems,overlayRebuilt,overlayPaint,overlayComposite,uiRender,uiUpload,overlayFinal,nativeDiag,emit,emitDirty,emitDirtyCount,emitRetained,emitRetainedCount,hudPositionOnly,emitRetainedDirectPath,endDraw,screenshot,worldHud,screenBars,screenText,worldHudDrops,screenHudDrops,overlaySceneDrops,utc
3.40ms,293.8,0,63,30009,"mass_navigation_agent_health_text_light:8568,mass_navigation_agent_health_hud_light:8568,mass_navigation_agent_azure_light:2142,mass_navigation_agent_crimson_light:2142,mass_navigation_agent_amber_light:2142,mass_navigation_agent_emerald_light:2142,mass_navigation_agent_health_text_heavy:1432,mass_navigation_agent_health_hud_heavy:1432",0,0,63,63/6,0.01,0.03,0.00,0.00,0.01,3.03,0.02,0.00,0.00,:0.00,:0.00,:0.00,2.99,PresenterEntityTransformSyncSystem:0.77,AnimatorRuntimeSystem:0.64,TerrainHeightSyncSystem:0.43,0.00,0,0,0,0,0,0.64,0.77,0.19,10009/0,0.00,0/0,0.43,10009,0.00,0.00/0.00/0.00/0.00,0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00,0.18,0.02,0.00,0.15,0.18,0.00,0.01,126,2,0,0.06,0.01,4/0,0.00,0,0,0,0,0.04,0.00,0.00,0.00,0,0.00,0.00,0,0,0/0,0.00,0,0,0.00,0,0,0.00,0,0,0.08,0.00,0,2,0,0.08,0.00,0.00,0.00,0.00,0.00,0.31,0.00,0,0.00,0,0,0/0/0,0.07,0.00,126,1,1,0,0,0,2026-09-09T18:31:02.8827767Z
3.49ms,286.8,0,63,30009,"mass_navigation_agent_health_text_light:8568,mass_navigation_agent_health_hud_light:8568,mass_navigation_agent_azure_light:2142,mass_navigation_agent_crimson_light:2142,mass_navigation_agent_amber_light:2142,mass_navigation_agent_emerald_light:2142,mass_navigation_agent_health_text_heavy:1432,mass_navigation_agent_health_hud_heavy:1432",0,0,63,63/6,0.01,0.04,0.00,0.00,0.01,3.05,0.02,0.00,0.00,:0.00,:0.00,:0.00,3.01,PresenterEntityTransformSyncSystem:0.78,AnimatorRuntimeSystem:0.64,TerrainHeightSyncSystem:0.38,0.00,0,0,0,0,0,0.64,0.78,0.20,10009/0,0.00,0/0,0.38,10009,0.00,0.00/0.00/0.00/0.00,0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00,0.17,0.02,0.00,0.14,0.17,0.00,0.02,126,2,0,0.07,0.01,4/0,0.00,0,0,0,0,0.05,0.00,0.00,0.00,0,0.00,0.00,0,0,0/0,0.00,0,0,0.00,0,0,0.00,0,0,0.10,0.00,0,2,0,0.10,0.00,0.00,0.00,0.00,0.00,0.34,0.00,0,0.00,0,0,0/0/0,0.09,0.00,126,1,1,0,0,0,2026-09-09T18:31:03.1683733Z
3.69ms,271.1,0,63,30009,"mass_navigation_agent_health_text_light:8568,mass_navigation_agent_health_hud_light:8568,mass_navigation_agent_azure_light:2142,mass_navigation_agent_crimson_light:2142,mass_navigation_agent_amber_light:2142,mass_navigation_agent_emerald_light:2142,mass_navigation_agent_health_text_heavy:1432,mass_navigation_agent_health_hud_heavy:1432",0,0,63,63/6,0.01,0.04,0.00,0.00,0.01,3.25,0.02,0.00,0.00,:0.00,:0.00,:0.00,3.21,PresenterEntityTransformSyncSystem:0.90,AnimatorRuntimeSystem:0.63,TerrainHeightSyncSystem:0.42,0.00,0,0,0,0,0,0.63,0.90,0.22,10009/0,0.00,0/0,0.42,10009,0.00,0.00/0.00/0.00/0.00,0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00,0.18,0.03,0.00,0.15,0.18,0.00,0.01,126,2,0,0.07,0.01,4/0,0.00,0,0,0,0,0.05,0.00,0.00,0.00,0,0.00,0.00,0,0,0/0,0.00,0,0,0.00,0,0,0.00,0,0,0.10,0.00,0,2,0,0.10,0.00,0.00,0.00,0.00,0.00,0.34,0.00,0,0.00,0,0,0/0/0,0.09,0.00,126,1,1,0,0,0,2026-09-09T18:31:03.4574348Z
3.51ms,284.8,0,63,30009,"mass_navigation_agent_health_text_light:8568,mass_navigation_agent_health_hud_light:8568,mass_navigation_agent_azure_light:2142,mass_navigation_agent_crimson_light:2142,mass_navigation_agent_amber_light:2142,mass_navigation_agent_emerald_light:2142,mass_navigation_agent_health_text_heavy:1432,mass_navigation_agent_health_hud_heavy:1432",0,0,63,63/6,0.00,0.03,0.00,0.00,0.01,3.08,0.02,0.00,0.00,:0.00,:0.00,:0.00,3.05,PresenterEntityTransformSyncSystem:0.85,AnimatorRuntimeSystem:0.63,TerrainHeightSyncSystem:0.39,0.00,0,0,0,0,0,0.63,0.85,0.22,10009/0,0.00,0/0,0.39,10009,0.00,0.00/0.00/0.00/0.00,0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00,0.16,0.02,0.00,0.14,0.16,0.00,0.01,126,2,0,0.07,0.01,4/0,0.00,0,0,0,0,0.05,0.00,0.00,0.00,0,0.00,0.00,0,0,0/0,0.00,0,0,0.00,0,0,0.00,0,0,0.10,0.00,0,2,0,0.10,0.00,0.00,0.00,0.00,0.00,0.32,0.00,0,0.00,0,0,0/0/0,0.09,0.00,126,1,1,0,0,0,2026-09-09T18:31:03.7274971Z
3.58ms,279.7,0,63,30009,"mass_navigation_agent_health_text_light:8568,mass_navigation_agent_health_hud_light:8568,mass_navigation_agent_azure_light:2142,mass_navigation_agent_crimson_light:2142,mass_navigation_agent_amber_light:2142,mass_navigation_agent_emerald_light:2142,mass_navigation_agent_health_text_heavy:1432,mass_navigation_agent_health_hud_heavy:1432",0,0,63,63/6,0.01,0.03,0.00,0.00,0.01,3.18,0.02,0.00,0.00,:0.00,:0.00,:0.00,3.11,PresenterEntityTransformSyncSystem:0.83,AnimatorRuntimeSystem:0.64,TerrainHeightSyncSystem:0.38,0.00,0,0,0,0,0,0.64,0.83,0.18,10009/0,0.00,0/0,0.38,10009,0.00,0.00/0.00/0.00/0.00,0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00,0.23,0.03,0.00,0.20,0.23,0.00,0.01,126,2,0,0.07,0.01,4/0,0.00,0,0,0,0,0.05,0.00,0.00,0.00,0,0.00,0.00,0,0,0/0,0.00,0,0,0.00,0,0,0.00,0,0,0.08,0.00,0,2,0,0.08,0.00,0.00,0.00,0.00,0.00,0.34,0.00,0,0.00,0,0,0/0/0,0.08,0.00,126,1,1,0,0,0,2026-09-09T18:31:04.0242346Z
8.89ms,112.5,0,63,30009,"mass_navigation_agent_health_text_light:8568,mass_navigation_agent_health_hud_light:8568,mass_navigation_agent_azure_light:2142,mass_navigation_agent_crimson_light:2142,mass_navigation_agent_amber_light:2142,mass_navigation_agent_emerald_light:2142,mass_navigation_agent_health_text_heavy:1432,mass_navigation_agent_health_hud_heavy:1432",0,0,63,63/6,0.01,0.03,0.00,0.00,0.02,8.34,0.03,0.00,4.55,EffectProcessingLoopSystem:1.92,AttributeAggregatorSystem:0.74,MassNavigationAuthoredAgentBindingSystem:0.69,3.75,PresenterEntityTransformSyncSystem:0.92,PresenterEmitSystem:0.63,AnimatorRuntimeSystem:0.52,0.22,0,179,179,0,0,0.52,0.92,0.22,10009/0,0.00,0/0,0.37,10009,0.00,0.00/0.00/0.00/0.00,0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00,0.19,0.03,0.00,0.15,0.18,0.00,0.02,126,2,0,0.07,0.01,4/0,0.00,0,0,0,0,0.04,0.00,0.00,0.00,0,0.00,0.00,0,0,0/0,0.00,0,0,0.00,0,0,0.00,0,0,0.14,0.00,0,2,0,0.14,0.00,0.00,0.00,0.00,0.00,0.63,0.00,0,0.27,356,0,356/0/0,0.11,0.00,126,1,1,0,0,0,2026-09-09T18:31:04.3060577Z
15.12ms,66.1,0,63,30009,"mass_navigation_agent_health_text_light:8568,mass_navigation_agent_health_hud_light:8568,mass_navigation_agent_azure_light:2142,mass_navigation_agent_crimson_light:2142,mass_navigation_agent_amber_light:2142,mass_navigation_agent_emerald_light:2142,mass_navigation_agent_health_text_heavy:1432,mass_navigation_agent_health_hud_heavy:1432",0,0,63,63/6,0.01,0.07,0.00,0.00,0.01,14.31,0.05,0.00,10.44,MassNavigationSimulationStepSystem:9.02,EffectProcessingLoopSystem:0.28,AbilityEndOrderSystem:0.27,3.82,PresenterEntityTransformSyncSystem:1.30,AnimatorRuntimeSystem:0.57,PresenterEmitSystem:0.44,0.00,0,0,0,0,0,0.57,1.30,0.20,10009/0,0.00,0/0,0.40,10009,0.00,0.00/0.00/0.00/0.00,0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00,0.22,0.03,0.00,0.17,0.22,0.00,0.04,126,2,0,0.13,0.02,4/0,0.00,0,0,0,0,0.09,0.00,0.00,0.00,0,0.00,0.00,0,0,0/0,0.00,0,0,0.00,0,0,0.00,0,0,0.18,0.00,0,2,0,0.18,0.00,0.00,0.00,0.00,0.00,0.44,0.00,0,0.00,0,0,0/0/0,0.14,0.00,126,1,1,0,0,0,2026-09-09T18:31:04.5991403Z
3.46ms,289.0,0,63,30009,"mass_navigation_agent_health_text_light:8568,mass_navigation_agent_health_hud_light:8568,mass_navigation_agent_azure_light:2142,mass_navigation_agent_crimson_light:2142,mass_navigation_agent_amber_light:2142,mass_navigation_agent_emerald_light:2142,mass_navigation_agent_health_text_heavy:1432,mass_navigation_agent_health_hud_heavy:1432",0,0,63,63/6,0.01,0.03,0.00,0.00,0.01,3.06,0.02,0.00,0.00,:0.00,:0.00,:0.00,3.02,PresenterEntityTransformSyncSystem:0.79,AnimatorRuntimeSystem:0.56,TerrainHeightSyncSystem:0.40,0.00,0,0,0,0,0,0.56,0.79,0.23,10009/0,0.00,0/0,0.40,10009,0.00,0.00/0.00/0.00/0.00,0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00,0.16,0.02,0.00,0.14,0.16,0.00,0.01,126,2,0,0.06,0.01,4/0,0.00,0,0,0,0,0.05,0.00,0.00,0.00,0,0.00,0.00,0,0,0/0,0.00,0,0,0.00,0,0,0.00,0,0,0.09,0.00,0,2,0,0.09,0.00,0.00,0.00,0.00,0.00,0.35,0.00,0,0.00,0,0,0/0/0,0.09,0.00,126,1,1,0,0,0,2026-09-09T18:31:04.8845940Z
3.72ms,268.6,0,63,30009,"mass_navigation_agent_health_text_light:8568,mass_navigation_agent_health_hud_light:8568,mass_navigation_agent_azure_light:2142,mass_navigation_agent_crimson_light:2142,mass_navigation_agent_amber_light:2142,mass_navigation_agent_emerald_light:2142,mass_navigation_agent_health_text_heavy:1432,mass_navigation_agent_health_hud_heavy:1432",0,0,63,63/6,0.01,0.05,0.00,0.00,0.01,3.16,0.02,0.00,0.00,:0.00,:0.00,:0.00,3.12,PresenterEntityTransformSyncSystem:0.78,AnimatorRuntimeSystem:0.69,TerrainHeightSyncSystem:0.46,0.00,0,0,0,0,0,0.69,0.78,0.19,10009/0,0.00,0/0,0.46,10009,0.00,0.00/0.00/0.00/0.00,0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00,0.20,0.02,0.00,0.17,0.20,0.00,0.01,126,2,0,0.10,0.02,4/0,0.00,0,0,0,0,0.06,0.00,0.00,0.00,0,0.00,0.00,0,0,0/0,0.00,0,0,0.00,0,0,0.00,0,0,0.10,0.00,0,2,0,0.10,0.00,0.00,0.00,0.00,0.00,0.31,0.00,0,0.00,0,0,0/0/0,0.10,0.00,126,1,1,0,0,0,2026-09-09T18:31:05.1712721Z
4.26ms,234.8,0,63,30009,"mass_navigation_agent_health_text_light:8568,mass_navigation_agent_health_hud_light:8568,mass_navigation_agent_azure_light:2142,mass_navigation_agent_crimson_light:2142,mass_navigation_agent_amber_light:2142,mass_navigation_agent_emerald_light:2142,mass_navigation_agent_health_text_heavy:1432,mass_navigation_agent_health_hud_heavy:1432",0,0,63,63/6,0.01,0.04,0.00,0.00,0.02,3.77,0.03,0.00,0.00,:0.00,:0.00,:0.00,3.70,PresenterEntityTransformSyncSystem:1.08,AnimatorRuntimeSystem:0.69,TerrainHeightSyncSystem:0.44,0.00,0,0,0,0,0,0.69,1.07,0.25,10009/0,0.00,0/0,0.44,10009,0.00,0.00/0.00/0.00/0.00,0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00,0.22,0.03,0.00,0.17,0.21,0.00,0.02,126,2,0,0.07,0.01,4/0,0.00,0,0,0,0,0.05,0.00,0.00,0.00,0,0.00,0.00,0,0,0/0,0.00,0,0,0.00,0,0,0.00,0,0,0.12,0.00,0,2,0,0.11,0.00,0.00,0.00,0.00,0.00,0.37,0.00,0,0.00,0,0,0/0/0,0.10,0.00,126,1,1,0,0,0,2026-09-09T18:31:05.4622017Z
3.51ms,285.2,0,63,30009,"mass_navigation_agent_health_text_light:8568,mass_navigation_agent_health_hud_light:8568,mass_navigation_agent_azure_light:2142,mass_navigation_agent_crimson_light:2142,mass_navigation_agent_amber_light:2142,mass_navigation_agent_emerald_light:2142,mass_navigation_agent_health_text_heavy:1432,mass_navigation_agent_health_hud_heavy:1432",0,0,63,63/6,0.01,0.03,0.00,0.00,0.01,3.08,0.02,0.00,0.00,:0.00,:0.00,:0.00,3.04,PresenterEntityTransformSyncSystem:0.78,AnimatorRuntimeSystem:0.58,TerrainHeightSyncSystem:0.42,0.00,0,0,0,0,0,0.58,0.78,0.22,10009/0,0.00,0/0,0.42,10009,0.00,0.00/0.00/0.00/0.00,0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00,0.18,0.02,0.00,0.15,0.18,0.00,0.01,126,2,0,0.06,0.01,4/0,0.00,0,0,0,0,0.04,0.00,0.00,0.00,0,0.00,0.00,0,0,0/0,0.00,0,0,0.00,0,0,0.00,0,0,0.09,0.00,0,2,0,0.09,0.00,0.00,0.00,0.00,0.00,0.36,0.00,0,0.00,0,0,0/0/0,0.09,0.00,126,1,1,0,0,0,2026-09-09T18:31:05.7277061Z
3.73ms,268.2,0,63,30009,"mass_navigation_agent_health_text_light:8568,mass_navigation_agent_health_hud_light:8568,mass_navigation_agent_azure_light:2142,mass_navigation_agent_crimson_light:2142,mass_navigation_agent_amber_light:2142,mass_navigation_agent_emerald_light:2142,mass_navigation_agent_health_text_heavy:1432,mass_navigation_agent_health_hud_heavy:1432",0,0,63,63/6,0.01,0.07,0.00,0.00,0.01,3.25,0.02,0.00,0.00,:0.00,:0.00,:0.00,3.20,PresenterEntityTransformSyncSystem:0.86,AnimatorRuntimeSystem:0.63,TerrainHeightSyncSystem:0.40,0.00,0,0,0,0,0,0.63,0.84,0.22,10009/0,0.00,0/0,0.40,10009,0.00,0.00/0.00/0.00/0.00,0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00,0.17,0.03,0.00,0.14,0.17,0.00,0.01,126,2,0,0.11,0.01,4/0,0.00,0,0,0,0,0.09,0.00,0.00,0.00,0,0.00,0.00,0,0,0/0,0.00,0,0,0.00,0,0,0.00,0,0,0.09,0.00,0,2,0,0.09,0.00,0.00,0.00,0.00,0.00,0.40,0.00,0,0.00,0,0,0/0/0,0.09,0.00,126,1,1,0,0,0,2026-09-09T18:31:06.0247508Z
6.74ms,148.3,0,63,30009,"mass_navigation_agent_health_text_light:8568,mass_navigation_agent_health_hud_light:8568,mass_navigation_agent_azure_light:2142,mass_navigation_agent_crimson_light:2142,mass_navigation_agent_amber_light:2142,mass_navigation_agent_emerald_light:2142,mass_navigation_agent_health_text_heavy:1432,mass_navigation_agent_health_hud_heavy:1432",0,0,63,63/6,0.01,0.04,0.00,0.00,0.01,6.24,0.03,0.00,2.61,MassNavigationSimulationStepSystem:1.22,EffectProcessingLoopSystem:0.36,AbilityEndOrderSystem:0.18,3.59,PresenterEntityTransformSyncSystem:1.05,AnimatorRuntimeSystem:0.63,TerrainHeightSyncSystem:0.48,0.00,0,0,0,0,0,0.63,1.04,0.21,10009/0,0.00,0/0,0.48,10009,0.00,0.00/0.00/0.00/0.00,0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00,0.22,0.03,0.00,0.18,0.22,0.00,0.02,126,2,0,0.07,0.01,4/0,0.00,0,0,0,0,0.05,0.00,0.00,0.00,0,0.00,0.00,0,0,0/0,0.00,0,0,0.00,0,0,0.00,0,0,0.13,0.00,0,2,0,0.12,0.00,0.00,0.00,0.00,0.00,0.34,0.00,0,0.00,0,0,0/0/0,0.10,0.00,126,1,1,0,0,0,2026-09-09T18:31:06.2932608Z
3.37ms,297.1,0,63,30009,"mass_navigation_agent_health_text_light:8568,mass_navigation_agent_health_hud_light:8568,mass_navigation_agent_azure_light:2142,mass_navigation_agent_crimson_light:2142,mass_navigation_agent_amber_light:2142,mass_navigation_agent_emerald_light:2142,mass_navigation_agent_health_text_heavy:1432,mass_navigation_agent_health_hud_heavy:1432",0,0,63,63/6,0.01,0.03,0.00,0.00,0.01,2.94,0.02,0.00,0.00,:0.00,:0.00,:0.00,2.90,PresenterEntityTransformSyncSystem:0.76,AnimatorRuntimeSystem:0.59,TerrainHeightSyncSystem:0.40,0.00,0,0,0,0,0,0.59,0.76,0.21,10009/0,0.00,0/0,0.40,10009,0.00,0.00/0.00/0.00/0.00,0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00,0.16,0.02,0.00,0.13,0.16,0.00,0.01,126,2,0,0.07,0.01,4/0,0.00,0,0,0,0,0.05,0.00,0.00,0.00,0,0.00,0.00,0,0,0/0,0.00,0,0,0.00,0,0,0.00,0,0,0.09,0.00,0,2,0,0.09,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0,0.00,0,0,0/0/0,0.09,0.00,126,1,1,0,0,0,2026-09-09T18:31:06.5722011Z
3.81ms,262.3,0,63,30009,"mass_navigation_agent_health_text_light:8568,mass_navigation_agent_health_hud_light:8568,mass_navigation_agent_azure_light:2142,mass_navigation_agent_crimson_light:2142,mass_navigation_agent_amber_light:2142,mass_navigation_agent_emerald_light:2142,mass_navigation_agent_health_text_heavy:1432,mass_navigation_agent_health_hud_heavy:1432",0,0,63,63/6,0.01,0.03,0.00,0.00,0.02,3.26,0.02,0.00,0.00,:0.00,:0.00,:0.00,3.19,PresenterEntityTransformSyncSystem:0.94,AnimatorRuntimeSystem:0.56,TerrainHeightSyncSystem:0.40,0.00,0,0,0,0,0,0.56,0.94,0.22,10009/0,0.00,0/0,0.40,10009,0.00,0.00/0.00/0.00/0.00,0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00,0.19,0.03,0.00,0.15,0.18,0.01,0.01,126,2,0,0.06,0.01,4/0,0.00,0,0,0,0,0.04,0.00,0.00,0.00,0,0.00,0.00,0,0,0/0,0.00,0,0,0.00,0,0,0.00,0,0,0.08,0.00,0,2,0,0.07,0.00,0.00,0.00,0.00,0.00,0.34,0.00,0,0.00,0,0,0/0/0,0.25,0.00,126,1,1,0,0,0,2026-09-09T18:31:06.8564645Z
3.76ms,266.1,0,63,30009,"mass_navigation_agent_health_text_light:8568,mass_navigation_agent_health_hud_light:8568,mass_navigation_agent_azure_light:2142,mass_navigation_agent_crimson_light:2142,mass_navigation_agent_amber_light:2142,mass_navigation_agent_emerald_light:2142,mass_navigation_agent_health_text_heavy:1432,mass_navigation_agent_health_hud_heavy:1432",0,0,63,63/6,0.01,0.04,0.00,0.00,0.01,3.27,0.02,0.00,0.00,:0.00,:0.00,:0.00,3.23,PresenterEntityTransformSyncSystem:0.85,AnimatorRuntimeSystem:0.63,PresenterEmitSystem:0.43,0.00,0,0,0,0,0,0.63,0.85,0.19,10009/0,0.00,0/0,0.40,10009,0.00,0.00/0.00/0.00/0.00,0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00,0.17,0.02,0.00,0.15,0.17,0.00,0.02,126,2,0,0.08,0.01,4/0,0.00,0,0,0,0,0.06,0.00,0.00,0.00,0,0.00,0.00,0,0,0/0,0.00,0,0,0.00,0,0,0.00,0,0,0.12,0.00,0,2,0,0.12,0.00,0.00,0.00,0.00,0.00,0.43,0.00,0,0.00,0,0,0/0/0,0.08,0.00,126,1,1,0,0,0,2026-09-09T18:31:07.1292212Z
3.33ms,300.2,0,63,30009,"mass_navigation_agent_health_text_light:8568,mass_navigation_agent_health_hud_light:8568,mass_navigation_agent_azure_light:2142,mass_navigation_agent_crimson_light:2142,mass_navigation_agent_amber_light:2142,mass_navigation_agent_emerald_light:2142,mass_navigation_agent_health_text_heavy:1432,mass_navigation_agent_health_hud_heavy:1432",0,0,63,63/6,0.01,0.03,0.00,0.00,0.02,2.87,0.02,0.00,0.00,:0.00,:0.00,:0.00,2.82,PresenterEntityTransformSyncSystem:0.77,AnimatorRuntimeSystem:0.53,PresenterEmitSystem:0.33,0.00,0,0,0,0,0,0.53,0.77,0.19,10009/0,0.00,0/0,0.33,10009,0.00,0.00/0.00/0.00/0.00,0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00,0.22,0.03,0.00,0.18,0.21,0.00,0.02,126,2,0,0.07,0.01,4/0,0.00,0,0,0,0,0.05,0.00,0.00,0.00,0,0.00,0.00,0,0,0/0,0.00,0,0,0.00,0,0,0.00,0,0,0.10,0.00,0,2,0,0.10,0.00,0.00,0.00,0.00,0.00,0.33,0.00,0,0.00,0,0,0/0/0,0.10,0.00,126,1,1,0,0,0,2026-09-09T18:31:07.4172799Z
3.68ms,271.5,0,63,30009,"mass_navigation_agent_health_text_light:8568,mass_navigation_agent_health_hud_light:8568,mass_navigation_agent_azure_light:2142,mass_navigation_agent_crimson_light:2142,mass_navigation_agent_amber_light:2142,mass_navigation_agent_emerald_light:2142,mass_navigation_agent_health_text_heavy:1432,mass_navigation_agent_health_hud_heavy:1432",0,0,63,63/6,0.01,0.05,0.00,0.00,0.01,3.16,0.02,0.00,0.00,:0.00,:0.00,:0.00,3.13,PresenterEntityTransformSyncSystem:0.80,AnimatorRuntimeSystem:0.65,PresenterEmitSystem:0.42,0.00,0,0,0,0,0,0.65,0.80,0.22,10009/0,0.00,0/0,0.39,10009,0.00,0.00/0.00/0.00/0.00,0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00,0.16,0.02,0.00,0.14,0.16,0.00,0.02,126,2,0,0.09,0.01,4/0,0.00,0,0,0,0,0.07,0.00,0.00,0.00,0,0.00,0.00,0,0,0/0,0.00,0,0,0.00,0,0,0.00,0,0,0.11,0.00,0,2,0,0.11,0.00,0.00,0.00,0.00,0.00,0.42,0.00,0,0.00,0,0,0/0/0,0.10,0.00,126,1,1,0,0,0,2026-09-09T18:31:07.6813489Z
8.22ms,121.7,0,63,30009,"mass_navigation_agent_health_text_light:8568,mass_navigation_agent_health_hud_light:8568,mass_navigation_agent_azure_light:2142,mass_navigation_agent_crimson_light:2142,mass_navigation_agent_amber_light:2142,mass_navigation_agent_emerald_light:2142,mass_navigation_agent_health_text_heavy:1432,mass_navigation_agent_health_hud_heavy:1432",0,0,63,63/6,0.01,0.03,0.00,0.00,0.01,7.66,0.03,0.00,3.80,EffectProcessingLoopSystem:1.72,MapEntityLifecycleObserverSystem:0.59,MassNavigationAuthoredAgentBindingSystem:0.55,3.81,PresenterEntityTransformSyncSystem:0.90,PresenterEmitSystem:0.66,AnimatorRuntimeSystem:0.54,0.17,0,159,159,0,0,0.54,0.90,0.23,10009/0,0.00,0/0,0.38,10009,0.00,0.00/0.00/0.00/0.00,0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00,0.19,0.03,0.00,0.15,0.19,0.00,0.02,126,2,0,0.07,0.01,4/0,0.00,0,0,0,0,0.05,0.00,0.00,0.00,0,0.00,0.00,0,0,0/0,0.00,0,0,0.00,0,0,0.00,0,0,0.15,0.00,0,2,0,0.15,0.00,0.00,0.00,0.00,0.00,0.66,0.00,0,0.27,316,0,316/0/0,0.11,0.00,126,1,1,0,0,0,2026-09-09T18:31:07.9622985Z
4.01ms,249.3,0,63,30009,"mass_navigation_agent_health_text_light:8568,mass_navigation_agent_health_hud_light:8568,mass_navigation_agent_azure_light:2142,mass_navigation_agent_crimson_light:2142,mass_navigation_agent_amber_light:2142,mass_navigation_agent_emerald_light:2142,mass_navigation_agent_health_text_heavy:1432,mass_navigation_agent_health_hud_heavy:1432",0,0,63,63/6,0.01,0.04,0.00,0.00,0.01,3.35,0.04,0.00,0.00,:0.00,:0.00,:0.00,3.31,PresenterEntityTransformSyncSystem:0.82,AnimatorRuntimeSystem:0.66,PresenterEmitSystem:0.46,0.00,0,0,0,0,0,0.66,0.82,0.25,10009/0,0.00,0/0,0.42,10009,0.00,0.00/0.00/0.00/0.00,0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00/0.00,0.00/0.00/0.00/0.00/0.00,0.16,0.02,0.00,0.14,0.16,0.00,0.03,126,2,0,0.08,0.01,4/0,0.00,0,0,0,0,0.06,0.00,0.00,0.00,0,0.00,0.00,0,0,0/0,0.00,0,0,0.00,0,0,0.00,0,0,0.16,0.00,0,2,0,0.16,0.00,0.00,0.00,0.00,0.00,0.45,0.00,0,0.00,0,0,0/0/0,0.15,0.00,126,1,1,0,0,0,2026-09-09T18:31:08.2360160Z
